2017_05_16\00000\0005.wav	我再回来
2017_05_16\00019\0290.wav	没事干工人很难没有啊不收了这时候都没听清肝中了
2017_05_16\00019\0294.wav	<UNK>为针对问题了
2017_05_16\00019\0295.wav	来你们为是已经有
2017_05_16\00019\0298.wav	我需要今天好多了嗯
2017_05_16\00019\0321.wav	见不到还是瘦一点的女孩力
2017_05_16\00019\0323.wav	怎么说什么不好意思的是车子开完咸水是沸沸
2017_05_16\00019\0341.wav	您好我是昨天直接去了啊
2017_05_16\00019\0350.wav	在地
2017_05_16\00019\0365.wav	大吧你吃饭了没有武器
2017_05_16\00019\0373.wav	嗯嗯那就和为从嗯
2017_05_16\00019\0379.wav	你就是头驴踢气象的横溪
2017_05_16\00019\0386.wav	林要看你们厂里生意啊
2017_05_16\00019\0390.wav	而现在现在事情无论省吧清楚南车好好聊一聊吗
2017_05_16\00019\0392.wav	女主播时候我肯定不是到啦
2017_05_16\00019\0399.wav	您已有碎念吗
2017_05_16\00019\0402.wav	嗯嗯嗯知道
2017_05_16\00019\0411.wav	啊是啊的手机不知道是谁啊
2017_05_16\00019\0412.wav	甚至回来了我要去买饭你真这样你还要我看你有故意
2017_05_16\00019\0416.wav	在我们在一起散发的时候也常提起
2017_05_16\00019\0424.wav	双味车开在在吃饭
2017_05_16\00019\0427.wav	诶等武器了送的点东西给粑粑麻麻
2017_05_16\00019\0437.wav	少女为何物EASON久哦看
2017_05_16\00019\0439.wav	现在没有是了在想你们
2017_05_16\00019\0441.wav	嗯拍出一等于二七
2017_05_16\00019\0451.wav	你真够活雷锋啊
2017_05_16\00019\0458.wav	特殊情况不的情节
2017_05_16\00019\0460.wav	为嘛嗯未想过
2017_05_16\00019\0471.wav	请问你号登陆同意好多问
2017_05_16\00019\0473.wav	嗯建设银行好啊应该
2017_05_16\00019\0476.wav	为了我区都是嗯嗯
2017_05_16\00019\0477.wav	哦在网络上看到了一篇嗯未来
2017_05_16\00019\0487.wav	十月小学门口好我们
2017_05_16\00019\0490.wav	你不想打扰你啦湖边会在老家买别的快递多
2017_05_16\00019\0500.wav	啊医生知道我就输入
2017_05_16\00019\0502.wav	那我今天我是什么菜呀
2017_05_16\00019\0513.wav	请问什么是回忆到室内的怪围住的八月份之后
2017_05_16\00019\0548.wav	不好意思了
2017_05_16\00019\0550.wav	人家欠这是七块九毛刘我把那个调整我给你发过去了你这两天赶紧西校费时间长了有这个滞纳金
2017_05_16\00019\0554.wav	我现在过得还啦
2017_05_16\00019\0561.wav	尼玛啊都不跟我说你
2017_05_16\00019\0564.wav	对呀圆要自信要勤学苦恋
2017_05_16\00019\0578.wav	想去黄山到时候叫我姨夫带你去就可以
2017_05_16\00019\0598.wav	暂时不会如果有朋友需要办的可能
2017_05_16\00019\0611.wav	我的手机号码到就没用啊我一直就没男
2017_05_16\00019\0625.wav	素问一答之心
2017_05_16\00019\0636.wav	门口视频能说嘛你这门口
2017_05_16\00019\0640.wav	刚刚在喂食材昨天才说
2017_05_16\00019\0653.wav	你是满朋友是想们显微镜啊还是买县级让他们这个好像也是不同部门的
2017_05_16\00019\0674.wav	为你帮帮
2017_05_16\00019\0676.wav	沈阳你的听你买的起都可以不看你很累
2017_05_16\00019\0707.wav	那银行卡上完了也不搭理全境那就能解开呀
2017_05_16\00019\0720.wav	先生不是诶
2017_05_16\00019\0724.wav	为什么这个们能开关四名呢
2017_05_16\00019\0725.wav	<UNK>你不够意思
2017_05_16\00019\0726.wav	哎看几处停留期间
2017_05_16\00019\0731.wav	王广是
2017_05_16\00019\0756.wav	从嗯行真的都是在还是这枚棋子
2017_05_16\00019\0767.wav	为黑那你说啊喽嘞
2017_05_16\00019\0770.wav	我从来没有把提供照片白领王林好
2017_05_16\00019\0789.wav	哦美好没有嗯
2017_05_16\00019\0797.wav	BB麻烦你啦有空的话
2017_05_16\00019\0800.wav	阿花走了
2017_05_16\00019\0808.wav	婚姻诶有宿十
2017_05_16\00019\0809.wav	孩子感冒了就给孩子吃点药
2017_05_16\00019\0825.wav	原来我在群里发了照片抬走
2017_05_16\00019\0833.wav	经嗯嗯有告诉叫爸爸
2017_05_16\00019\0854.wav	喂喂喂饭
2017_05_16\00019\0856.wav	嗯谢谢你有什么礼品
2017_05_16\00019\0857.wav	为我们也用不了多长时间也没
2017_05_16\00019\0860.wav	为双鞋似无三期的还是光漆的
2017_05_16\00019\0866.wav	哦嘿爱心方丹没你啊嗯
2017_05_16\00019\0871.wav	第一次一千以后死你
2017_05_16\00019\0892.wav	温味鲜礼需要期刊鸭血要不你跟我
2017_05_16\00019\0897.wav	那现在目前有几个人还是单
2017_05_16\00019\0909.wav	嗯那嗯
2017_05_16\00019\0910.wav	看完这篇文章都让人心碎
2017_05_16\00019\0914.wav	你洪水呢
2017_05_16\00019\0918.wav	我都跑配置吧还送去了
2017_05_16\00019\0922.wav	光一个上午还没逛够还没回来呀
2017_05_16\00019\0931.wav	西总你好
2017_05_16\00019\0933.wav	你看见还是
2017_05_16\00019\0935.wav	试探是大的啊
2017_05_16\00019\0950.wav	行为不习惯
2017_05_16\00019\0958.wav	晚上是机会把一些
2017_05_16\00019\0970.wav	像你说你还能交流一些事啊
2017_05_16\00019\0982.wav	今天同事换一套验骇客嗯等我像吗
2017_05_16\00019\0987.wav	真好
2017_05_16\00019\0989.wav	昨天词人苏
2017_05_16\00020\0012.wav	你打致其原因一下留着晚上早点睡怕我顶的你俩干啥眼
2017_05_16\00020\0013.wav	先生您好请问是不可以先生
2017_05_16\00020\0015.wav	只是特别是很
2017_05_16\00020\0029.wav	想到了孩子一个
2017_05_16\00020\0033.wav	我会不会已经到单位了
2017_05_16\00020\0035.wav	转啥样啊
2017_05_16\00020\0039.wav	宣和是国内唯一获得专利的
2017_05_16\00020\0047.wav	不光经销新华三立着酒
2017_05_16\00020\0049.wav	女上的身高一米六五
2017_05_16\00020\0055.wav	我真心也是啊
2017_05_16\00020\0056.wav	每天临口径了比如那样
2017_05_16\00020\0072.wav	广告时间界限
2017_05_16\00020\0073.wav	摩穴位的体重和周丽
2017_05_16\00020\0086.wav	为失忆嗨皮啊说易还没吃饭嗯
2017_05_16\00020\0093.wav	你先吃饭要走那么远吗
2017_05_16\00020\0094.wav	IQ第一个人一会叫你明白尝试与多时
2017_05_16\00020\0098.wav	女学员在又带着油门
2017_05_16\00020\0104.wav	你家为元好礼卡吧
2017_05_16\00020\0129.wav	你这等位先生的马江鲳鱼得赔了吗
2017_05_16\00020\0131.wav	嗯家老公有福啦
2017_05_16\00020\0146.wav	九万里的哦
2017_05_16\00020\0152.wav	心里面一定不要上次我一定能够我其实这样不好对这边停CN面就可以了
2017_05_16\00020\0156.wav	发个红包给我手机买汉堡
2017_05_16\00020\0159.wav	哎怎么去吃吗
2017_05_16\00020\0167.wav	我说你怎么乘车行
2017_05_16\00020\0170.wav	这不有部分嗯嗯
2017_05_16\00020\0171.wav	你们那里S五六岁起来好几个礼
2017_05_16\00020\0201.wav	老刘你要是上套我
2017_05_16\00020\0207.wav	难起一下就很有口福啦你要不去我们也曾上
2017_05_16\00020\0213.wav	没有刚是结论出来聊天喽
2017_05_16\00020\0222.wav	你把早上发的人回来的双十二五大呀是人喜欢一个了上你家来看看蓝的
2017_05_16\00020\0229.wav	我们分店的姐妹注意我们分店的姐妹注意进出一定要注意安全不要在门口逗留一定要看好了才能出去游注意嗯
2017_05_16\00020\0231.wav	昨晚的寄存很热啦
2017_05_16\00020\0238.wav	你能搞出来啦爱的谎言和那个和和是以后
2017_05_16\00020\0263.wav	我的另一个区
2017_05_16\00020\0264.wav	就是嗯哎怎么着
2017_05_16\00020\0271.wav	那不行再要吃点份责任
2017_05_16\00020\0283.wav	很少时间算满意说坏了
2017_05_16\00020\0285.wav	你您记在你该呀
2017_05_16\00020\0288.wav	问是我坚决不了我还是会买的当时我满意想想
2017_05_16\00020\0292.wav	是这对核工业部嘿嘿了
2017_05_16\00020\0294.wav	我会留在吗在吗
2017_05_16\00020\0298.wav	你有空上话麻烦你啦把那个高约着一起发过来
2017_05_16\00020\0305.wav	建议您百岁门八号
2017_05_16\00020\0320.wav	处理蔬菜能送来拿
2017_05_16\00020\0323.wav	我从来不把的照片摆了
2017_05_16\00020\0332.wav	拜拜拜拜拜拜拜拜拜拜拜拜拜吧二二二二二二二二二二
2017_05_16\00020\0340.wav	嗯嗯我什么都不知道
2017_05_16\00020\0342.wav	这对你的修你现在哪里
2017_05_16\00020\0345.wav	六一八阿哥音乐发业务
2017_05_16\00020\0347.wav	我是做高端木制品全无私人订制
2017_05_16\00020\0355.wav	很好哦行行行行行了
2017_05_16\00020\0357.wav	把室内所有意思是说给他拍照朋友拿着这些好看吗
2017_05_16\00020\0370.wav	新店好下有两套男人看了
2017_05_16\00020\0378.wav	那请问事故暴露随即好的发的因为以后有四个一定有四五那就好像都动了
2017_05_16\00020\0387.wav	嗯你真好啊
2017_05_16\00020\0391.wav	我若你似语言所以打错了
2017_05_16\00020\0394.wav	嗯行林天是两名分散了吗
2017_05_16\00020\0396.wav	为什么打字和谷歌听啊那公司过四下广收啊
2017_05_16\00020\0401.wav	IE你这不是二道
2017_05_16\00020\0407.wav	喂你好抱抱你需要和将吗
2017_05_16\00020\0409.wav	您从周海一种
2017_05_16\00020\0420.wav	如果中吃一点的玉米都可以吗
2017_05_16\00020\0426.wav	薇拉到人无限啊还将
2017_05_16\00020\0427.wav	你是官员有男朋友之不能玩游戏频道吗
2017_05_16\00020\0430.wav	为人你们在孟加拉歇期期都会犯的怎么盈利期钱呢
2017_05_16\00020\0439.wav	那再添了个小龙狗眼看人
2017_05_16\00020\0458.wav	神经病你发信息给他干嘛
2017_05_16\00020\0463.wav	外媒忙哦哦这件事了
2017_05_16\00020\0464.wav	请问姐去海南旅游的那个嗯
2017_05_16\00020\0473.wav	如果做同就没有倒闭
2017_05_16\00020\0474.wav	今天月盈儿回家的时候老是没结束吧
2017_05_16\00020\0475.wav	为诶诶诶诶诶诶诶你有你喂喂食为得嘞哦嘞诶诶呦喂喂喂喂诶诶诶诶诶
2017_05_16\00020\0483.wav	为口味还换吗
2017_05_16\00020\0491.wav	你知道我家这个是什么品种吗
2017_05_16\00020\0496.wav	李先生嗯嗯想两个小美女热着了
2017_05_16\00020\0506.wav	你把你的全部聊天记录都发给我看看
2017_05_16\00020\0509.wav	我等你回来一起吃顿
2017_05_16\00020\0536.wav	黑卡数量应该是没有限制
2017_05_16\00020\0540.wav	由到一眼
2017_05_16\00020\0551.wav	好的我知道了围棋界的理性包吧
2017_05_16\00020\0555.wav	嗯我发誓我说话说快了这个真就容易出错
2017_05_16\00020\0557.wav	晚上回家带请就行了别在单位挺
2017_05_16\00020\0559.wav	何先生在你未见呢肚子
2017_05_16\00020\0566.wav	问谁你都嗯副要死
2017_05_16\00020\0574.wav	那般没回来吗才在路上听着那是开着的
2017_05_16\00020\0577.wav	共接待两位信用住的客人其中一位客人通过阿里与敬意天实际入住半天店里店收取客人半天房费
2017_05_16\00020\0581.wav	女上班吗嗯今天
2017_05_16\00020\0594.wav	四位一般发语音合成成为的食府
2017_05_16\00020\0600.wav	再看看以下的意思呢
2017_05_16\00020\0604.wav	你一个对那可不舒服
2017_05_16\00020\0613.wav	西欧和别人
2017_05_16\00020\0616.wav	你把那个龙凤的时候怎么拍正面与点然后我发给他看一下他应该要那个时期直发可的美
2017_05_16\00020\0619.wav	你在嗯征用
2017_05_16\00020\0623.wav	诶嘿塔车哦
2017_05_16\00020\0626.wav	我不会说的好听的好
2017_05_16\00020\0627.wav	你好你好我老爸你说啊
2017_05_16\00020\0638.wav	经发于计算吗
2017_05_16\00020\0656.wav	那么村两个威海来
2017_05_16\00020\0661.wav	人家看了你两个小孩
2017_05_16\00020\0674.wav	对呀对呀
2017_05_16\00020\0677.wav	嗯你看一下还是我可以说话呀
2017_05_16\00020\0680.wav	说不出嗯就已经是的人民警察美你吗
2017_05_16\00020\0687.wav	按我会再次看看都没看激动啊都得叫的外卖呀
2017_05_16\00020\0688.wav	今天这身衣服刚合适大小正好谢谢了啊
2017_05_16\00020\0697.wav	CIP三味线
2017_05_16\00020\0699.wav	嗯嗯嗯嗯嗯嗯
2017_05_16\00020\0710.wav	我根据顾客你觉得每一个
2017_05_16\00020\0723.wav	魏女士天天陪你共饮现在还神
2017_05_16\00020\0733.wav	一到三嗯发了四平五次了
2017_05_16\00020\0746.wav	与客人及阿里负责人沟通正常结算对是接待过程中出现问七千台会第一时间与阿里沟通避免费用结算问题
2017_05_16\00020\0756.wav	为啊你们车到设卡
2017_05_16\00020\0769.wav	你看下还是我和你说话呀
2017_05_16\00020\0776.wav	利用利用靠刚才打电话给我问说晚上到不行
2017_05_16\00020\0781.wav	请问要要没收到了依法对任何一斤哪
2017_05_16\00020\0791.wav	三哥和就过端午了我跟你了带不带电天就跟男排洞穴
2017_05_16\00020\0792.wav	有哥最近忙啥呢
2017_05_16\00020\0793.wav	你对怎么知道我是对中国都不知道的嗯嗯刚
2017_05_16\00020\0796.wav	王先生为做表半清醒不行啊
2017_05_16\00020\0797.wav	凉菜怎么穿
2017_05_16\00020\0798.wav	下你的那个是其文字
2017_05_16\00020\0804.wav	你小子和都有类似没有
2017_05_16\00020\0808.wav	你没看到你微信方面我昨天晚上跟你说的
2017_05_16\00020\0819.wav	服务小姐啦
2017_05_16\00020\0829.wav	我家女儿找到你这个老婆不要太幸福
2017_05_16\00020\0836.wav	对象肯定工作差不了
2017_05_16\00020\0844.wav	看到你先请千万好我也放心灵啊
2017_05_16\00020\0852.wav	看不见人心水表演
2017_05_16\00020\0858.wav	好半天我发审委了啊你好啦我已是
2017_05_16\00020\0863.wav	昨天晚上我说了这么多女孩子要坚持继续
2017_05_16\00020\0871.wav	那我建议记
2017_05_16\00020\0875.wav	没有人那是不行的信息写着三个合作伙伴
2017_05_16\00020\0885.wav	兰兰候车段
2017_05_16\00020\0907.wav	可林童先生干嘛要给公司做恶广告哦
2017_05_16\00020\0909.wav	可我不会说太好听吗
2017_05_16\00020\0924.wav	把那个长高药的厂家发过来
2017_05_16\00020\0928.wav	大家大家再次火车回货车在火车火车火车火车火车
2017_05_16\00020\0933.wav	阿超莉亚州内下方慢慢跟把你的次日下地干活
2017_05_16\00020\0934.wav	童公园接待已经点要那么多钱呢
2017_05_16\00020\0945.wav	要用血也没有都愿意给
2017_05_16\00020\0949.wav	哎人员李老师手续去
2017_05_16\00020\0962.wav	诶好诶嘿哟
2017_05_16\00020\0966.wav	谁有小三给我就好啦
2017_05_16\00020\0967.wav	是看出管理及出国以后人员也不同
2017_05_16\00020\0975.wav	奖学金酱紫吧
2017_05_16\00020\0982.wav	那还能便宜
2017_05_16\00020\0996.wav	昨天做过的好东西有个小礼物
2017_05_16\00021\0007.wav	嗯就是行你东西我也是不走就这行
2017_05_16\00021\0013.wav	送给你一个大是打算过
2017_05_16\00021\0030.wav	诶白费心机呀
2017_05_16\00021\0034.wav	嗯吧吧的信息
2017_05_16\00021\0038.wav	呢样的丧母仔仔们的
2017_05_16\00021\0039.wav	为恶意透支的啊
2017_05_16\00021\0040.wav	为了你好呀
2017_05_16\00021\0046.wav	四号就过端午节了
2017_05_16\00021\0060.wav	为你就不跟了一说我吗
2017_05_16\00021\0063.wav	新鲜尘归是容易
2017_05_16\00021\0071.wav	还是换你那个头像好看啊
2017_05_16\00021\0074.wav	和元二使我们是顶风而上
2017_05_16\00021\0078.wav	挑选平谷我行政有和黄色条纹清谈有回音的是好评五
2017_05_16\00021\0080.wav	没关系啊你说什么就是什么嗯
2017_05_16\00021\0082.wav	不管是谁说我都不会动摇
2017_05_16\00021\0087.wav	我可以带能撤掉时间长了车不掉完了
2017_05_16\00021\0107.wav	等历史遗忘的纠慢慢的做得快了
2017_05_16\00021\0108.wav	你说怎么哦
2017_05_16\00021\0109.wav	用不挑细又不挑写的玫瑰花
2017_05_16\00021\0110.wav	嗯行还不知不知道你昨天我说
2017_05_16\00021\0120.wav	啊那个粉丝昏噩的那出来的
2017_05_16\00021\0128.wav	新编号下有人他们能拍了
2017_05_16\00021\0137.wav	将少量的烧味
2017_05_16\00021\0143.wav	手鼓更容易么
2017_05_16\00021\0148.wav	你把它嗔恚看看
2017_05_16\00021\0158.wav	我这对就是真忙呗嗯嗯就不是到其中被幂幂了简直是神速啊
2017_05_16\00021\0160.wav	素材一份是六块然后还会一份是十一月
2017_05_16\00021\0161.wav	收为哦你太厉害了
2017_05_16\00021\0168.wav	呵乐呵乐呵我怎么去
2017_05_16\00021\0175.wav	你想试试吧哎哎哎哎
2017_05_16\00021\0179.wav	为下午上班哪有深意
2017_05_16\00021\0181.wav	嗯嗯嗯嗯那
2017_05_16\00021\0186.wav	帮我拉一个五十铃长杆的七三分的
2017_05_16\00021\0198.wav	然后我打好包还有比如跟着你发过的
2017_05_16\00021\0218.wav	请问你在旁边老三老三请问你在旁
2017_05_16\00021\0222.wav	我是形容王矜嗯
2017_05_16\00021\0227.wav	难道但人生中的石门神奇的魔法吗
2017_05_16\00021\0236.wav	请问老师为境界肚子有点
2017_05_16\00021\0250.wav	哦诶你忙吧啊
2017_05_16\00021\0268.wav	八点钟上班你们六点钟起来是那么早干吗
