2017_05_16\00022\0306.wav	 复赛童童选什么节目好你帮我们选一个好吗 
2017_05_16\00027\0642.wav	 刚才把那三个牛肉干儿吃喽 
2017_05_16\00023\0187.wav	 这不是我写的我只不过是转发的 
2017_05_16\00001\0203.wav	就像之前我和超超一样的
2017_05_16\00005\0943.wav	 啊熟悉一点再看吧 
2017_05_16\00008\0481.wav	我们把他清到群外边去十天
2017_05_16\00008\0492.wav	 好的谢谢你了打通了嗯他要办油卡 
2017_05_16\00004\0739.wav	 没心情吃啦钓上鱼一条鱼再吃 
2017_05_16\00032\0263.wav	 休息了姗姗 
2017_05_16\00032\0729.wav	我不喜欢说语音打字吧
2017_05_16\00017\0733.wav	 希望我们的小溪给你 
2017_05_16\00020\0323.wav	 我从来不把那照片发给网友 
2017_05_16\00016\0885.wav	 吃好了刚刷好碗 
2017_05_16\00022\0419.wav	轻易不去武汉也不热挺有福气呢
2017_05_16\00026\0614.wav	 我真没想到我他妈的不甘心 
2017_05_16\00013\0853.wav	 不懂没关系没关系慢慢地你就会懂的 
2017_05_16\00011\0828.wav	 你吃饭了没有 
2017_05_16\00033\0131.wav	二万三千平方米
2017_05_16\00011\0240.wav	 你中午就不用剩菜剩饭啦 
2017_05_16\00023\0160.wav	啊这个真好用说啥出啥
2017_05_16\00000\0313.wav	 肖静你现在干什么 
2017_05_16\00009\0235.wav	对呀没有压力哪有动力呢压力大上了就要爆掉了
2017_05_16\00012\0090.wav	是怪我的运气差紫色总是失败
2017_05_16\00022\0015.wav	这个学期的吗
2017_05_16\00017\0171.wav	 领导你说的六七二百多全额是不是六千七百二呀 
2017_05_16\00002\0691.wav	 今天几点上班 
2017_05_16\00009\0596.wav	 太快了啥也抢不到 
2017_05_16\00032\0932.wav	 那个也不稳定有的时候高有的时候低 
2017_05_16\00021\0078.wav	挑选苹果果型正有红黄色条纹轻弹有回音的是好苹果
2017_05_16\00018\0688.wav	 有些字估计可能他要翻译错误 
2017_05_16\00032\0698.wav	炒黄豆芽
2017_05_16\00003\0285.wav	 谁是我的小小 
2017_05_16\00031\0196.wav	 你要为了你的家而奋斗 
2017_05_16\00001\0283.wav	你能用语音说两句话吗
2017_05_16\00011\0166.wav	好的我知道了哦这个原因啊哦
2017_05_16\00027\0545.wav	这几天没帮人家采茶叶呢
2017_05_16\00021\0806.wav	 我知道刚才不方便 
2017_05_16\00017\0185.wav	 我吃过饭了 
2017_05_16\00020\0345.wav	 刘刘把那个音乐发给我 
2017_05_16\00003\0782.wav	 我开心死了 
2017_05_16\00028\0161.wav	现在爸爸每天可努力挣钱了
2017_05_16\00019\0892.wav	我睡醒一觉去看牙去要不你跟我一
2017_05_16\00008\0833.wav	赵耀午餐中午伙食还不错
2017_05_16\00004\0673.wav	 很好那你吃饭吧 
2017_05_16\00017\0984.wav	 我今天没叫你给我过生日我 
2017_05_16\00021\0880.wav	可不是呗
2017_05_16\00005\0127.wav	就栽了两把儿白薯秧子
2017_05_16\00031\0401.wav	 也不做买卖你们用这个做什么东西呀用这个干什么 
2017_05_16\00031\0836.wav	 我会尽量在这个月抽一点时间出来 
2017_05_16\00027\0131.wav	我们没有收
2017_05_16\00022\0643.wav	 像叶子一样飞走了无踪无影 
2017_05_16\00007\0141.wav	那尹琪跳什么舞的
2017_05_16\00013\0958.wav	谢谢该出手就出手的红包
2017_05_16\00031\0826.wav	你选择了沉沉默
2017_05_16\00031\0082.wav	你不来
2017_05_16\00028\0678.wav	今天你怎么了为什么这样子说
2017_05_16\00017\0128.wav	 你才是一个小冬瓜 
2017_05_16\00001\0643.wav	老大我和你商量点儿
2017_05_16\00011\0489.wav	 刚才在这里在医院这里 
2017_05_16\00004\0680.wav	 阴历十月二十九 
2017_05_16\00021\0331.wav	 我把你爸给我发的这条信息发给你了 
2017_05_16\00032\0755.wav	 所以你拍出来给女儿看 
2017_05_16\00004\0099.wav	我要有两个菜天天这样
2017_05_16\00024\0944.wav	 不去啦不去了 
2017_05_16\00013\0491.wav	 你耳朵戴的是什么样 
2017_05_16\00028\0310.wav	气死我了
2017_05_16\00024\0208.wav	咱们爸爸每个月要吃的药我送上去了要七八百块钱一个月
2017_05_16\00012\0991.wav	 还有各种舞蹈也可以呀 
2017_05_16\00003\0055.wav	三个礼拜其实也挺快
2017_05_16\00025\0502.wav	啊啊啊不用客气真的不用客气
2017_05_16\00014\0219.wav	一根据提前沟通确定退房时间设定房卡的有限期限
2017_05_16\00019\0958.wav	办完事儿我就回八一去
2017_05_16\00026\0965.wav	问你一样的
2017_05_16\00012\0456.wav	你直接追加评价评价的内容为加微信管家二零三三
2017_05_16\00026\0049.wav	那我来把头发收一下吧乱乱的我准备一下你快点儿来
2017_05_16\00020\0677.wav	你没有看见还不是我和你说话呀
2017_05_16\00023\0843.wav	 上面是多少钱 
2017_05_16\00001\0274.wav	 嗯哪位大神知道 
2017_05_16\00002\0202.wav	 长水怎么这样子你快劝他 
2017_05_16\00015\0750.wav	我呆会再给他打电话
2017_05_16\00017\0254.wav	像这样的一些小孩耶小的时候都是很调皮的
2017_05_16\00021\0198.wav	然后打好包还得用冰镇着给你们发过去
2017_05_16\00023\0311.wav	我老公的红色信用卡收到了
2017_05_16\00010\0167.wav	昨天我给咱二姐
2017_05_16\00004\0759.wav	轻轻地将他们放进沙袋中等萤火虫已经能够照亮一片天地时他便回到书桌前埋头苦读冬春去冬来漫天的大雪缓缓落下给大地铺了一层雪白的绒被有一人披着破旧衣衫借着微弱的雪光认真读着一册书简并不时的抬头思考双目深邃仿佛整个星河全在他的双眼中他们舍去一切纷扰一切纠缠静看时光在
2017_05_16\00003\0635.wav	打预防针还抽血受不受到影响
2017_05_16\00023\0035.wav	我瞎说你无礼
2017_05_16\00007\0490.wav	开心开心极啦
2017_05_16\00025\0769.wav	老板没回来他的车为什么在路上停着
2017_05_16\00007\0196.wav	别忘了给我买我现在先睡会儿等到一点半我再醒
2017_05_16\00008\0447.wav	 花美眉你在家干啥嘞你也不回话 
2017_05_16\00018\0578.wav	 我昨天晚上说了这么多你还是要继续坚持吗 
2017_05_16\00028\0836.wav	 说说容易做到就难 
2017_05_16\00032\0563.wav	 好好我去看 
2017_05_16\00015\0324.wav	 那是还挺复杂的哈 
2017_05_16\00017\0025.wav	师姐余下的两组玻璃
2017_05_16\00025\0984.wav	 小海今天吃的什么饭儿 
2017_05_16\00014\0251.wav	负责二手驿站物品记录
2017_05_16\00013\0930.wav	风声紧
2017_05_16\00000\0260.wav	 今年长期放假没赚钱了 
2017_05_16\00019\0412.wav	 宋树回来了我要去买饭你真见了你还让我看你就故意的 
2017_05_16\00003\0894.wav	 就可以跳套路了 
2017_05_16\00026\0949.wav	 我说了我说有些事情做过了不等于没有发生 
2017_05_16\00000\0948.wav	 出来 
2017_05_16\00017\0805.wav	 看一下明天能报多少我也不知道 
2017_05_16\00009\0318.wav	 如果刚才你说那个话我打电话给你的时候你说这个话我肯定知道啦 
2017_05_16\00011\0829.wav	四哥呃二哥去那个四川了吗老徐去二哥的屋里乱拿东西二哥愿意吗
2017_05_16\00002\0339.wav	 工资卡没有带 
2017_05_16\00015\0777.wav	 你怕累姐姐撤 
2017_05_16\00000\0807.wav	请你不要埋怨我我红包里的钱是真没有
2017_05_16\00020\0804.wav	 你想的好多哟累死喽 
2017_05_16\00023\0518.wav	 老板娘吃饭没有 
2017_05_16\00020\0033.wav	我快不快已经到单位了
2017_05_16\00032\0181.wav	 你不是不喜欢打字吗怎么现在又不说话了嘞 
2017_05_16\00026\0486.wav	我一点都不牛逼呀
2017_05_16\00003\0208.wav	打什么打呀俄罗斯和中国是友好的
2017_05_16\00025\0663.wav	小闺女你好
2017_05_16\00002\0409.wav	 手机是专门带我买的 
2017_05_16\00017\0590.wav	 吃饭没有吃饭没有 
2017_05_16\00019\0197.wav	你是大款你给婶子发一个大的
2017_05_16\00003\0227.wav	 我向大家请教一个问题治鼻窦炎儿有没有什么好办法 
2017_05_16\00000\0141.wav	你发个小红包给我就行了废话那么多
2017_05_16\00033\0230.wav	健康养老社区规划占地面积五百亩
2017_05_16\00003\0300.wav	喝多了不知道说的什么内容
2017_05_16\00030\0552.wav	 网上可多人都是骗子 
2017_05_16\00016\0937.wav	 要把这几集电视看了再去 
2017_05_16\00023\0278.wav	 多喝点水被照顾好有时间来就休息一会儿 
2017_05_16\00008\0575.wav	陈老师你好孟琳请教需要请教一下
2017_05_16\00010\0915.wav	 这是小颖给买的鲜花儿 
2017_05_16\00011\0057.wav	好的我去把你娶回家小宝贝儿
2017_05_16\00015\0200.wav	我明天去大梗看看干活儿去
2017_05_16\00018\0290.wav	 聊聊天儿 
2017_05_16\00028\0118.wav	 谁都在睡觉 
2017_05_16\00013\0405.wav	 老妈让你把小内衣的单号发过来 
2017_05_16\00024\0284.wav	干嘛呢吃饭呢又
2017_05_16\00008\0739.wav	我的想法是传递一种理念
2017_05_16\00019\0789.wav	好美好美哟
2017_05_16\00025\0939.wav	本来的那你就帮姐找一个呗
2017_05_16\00002\0315.wav	 我理解你谁理解我呀 
2017_05_16\00021\0427.wav	 谁知道了这车开的你说进了地下去了 
2017_05_16\00007\0567.wav	你人没事吧
2017_05_16\00026\0752.wav	 唉呀我以为你不得等会我呀 
2017_05_16\00007\0875.wav	第一年交房租时同时交押金两千元整
2017_05_16\00018\0306.wav	嗯你想在广州工作
2017_05_16\00007\0095.wav	 我刚去海玲那儿坐了一会儿 
2017_05_16\00018\0402.wav	 了不得了这个小伙 
2017_05_16\00012\0282.wav	你有那么笨嘛
2017_05_16\00008\0348.wav	我跟别的楼的邻居玩
2017_05_16\00001\0322.wav	老师今天下午下雨要不要你
2017_05_16\00021\0379.wav	小崔通知你了吗周三去三水
2017_05_16\00009\0866.wav	 比上不居比下有余 
2017_05_16\00031\0480.wav	 不会吧你吃饭的速度也太快了 
2017_05_16\00019\0460.wav	 是嘛我也想过 
2017_05_16\00009\0584.wav	 我一看像麻辣面麻酱面呢 
2017_05_16\00023\0315.wav	炸了什么都想吃土豆的呀炸的或者是煎土豆片
2017_05_16\00008\0881.wav	西红柿那个
2017_05_16\00019\0860.wav	 这双鞋是磨砂皮的还是光皮的 
2017_05_16\00007\0467.wav	 几乎每天都有一餐是是这一种菜的我都吃怕了 
2017_05_16\00011\0293.wav	 啊得上曹老师那去取去哈 
2017_05_16\00014\0640.wav	 我们什么话都说过了 
2017_05_16\00025\0483.wav	阿姨你这太棒了你跳的什么舞
2017_05_16\00002\0462.wav	 你放心我不会差事的 
2017_05_16\00025\0463.wav	 西方国家言论自言论自由 
2017_05_16\00032\0220.wav	不懂得说我就代替你说嘛
2017_05_16\00009\0574.wav	也感觉你确实对我有那个意思
2017_05_16\00023\0647.wav	你加我啊
2017_05_16\00009\0747.wav	 要你的号码联系 
2017_05_16\00018\0146.wav	你要准备好了给我说一声我就准备过去
2017_05_16\00001\0139.wav	在哪个锦江
2017_05_16\00027\0508.wav	 等一下下午还要去开工 
2017_05_16\00017\0151.wav	 爸爸你吃饭了吗母亲节过去了你给我奶奶打电话了没有啊还有我妈 
2017_05_16\00011\0930.wav	 喝嘛你说你回来吃饭不吃不吃饭呀 
2017_05_16\00021\0286.wav	我不是的什么人才呀
2017_05_16\00000\0100.wav	 孩子们的事由他们自己搞 
2017_05_16\00027\0751.wav	 必须要没人可以抱你有人不可以抱你知道吧 
2017_05_16\00002\0946.wav	 坐打的大概要四十多块钱 
2017_05_16\00008\0105.wav	这路牌是你自己做的吗
2017_05_16\00004\0295.wav	那天一套九十八万的卖掉了没有
2017_05_16\00015\0226.wav	 我亲爱的美女我当然也想你啦 
2017_05_16\00024\0268.wav	 还是一点上班啊 
2017_05_16\00003\0201.wav	我是哪个并不重要你现在在干啊嘛
2017_05_16\00027\0014.wav	我明天晚上去你那里
2017_05_16\00006\0683.wav	 姐姐现在诶 
2017_05_16\00007\0692.wav	 领着吧领着吧你下午去看看买一个裙子穿也不多好像都不够吧 
2017_05_16\00009\0415.wav	咱们去北京
2017_05_16\00020\0039.wav	 悬磁是国内唯一获得专利的 
2017_05_16\00024\0139.wav	跟他在一起啊你们结婚你会很累的
2017_05_16\00014\0552.wav	 主要就是我不 
2017_05_16\00001\0542.wav	 我有个亲属得的是鼻窦炎吃不少药和喷药都没好有没有什么好方法请介绍一下 
2017_05_16\00007\0848.wav	你骗不了我的
2017_05_16\00001\0996.wav	你好你这个五星普惠的这个就是要办理的话得什么条件呀
2017_05_16\00026\0550.wav	 帮我叫个车问他多少钱到豪城假 
2017_05_16\00014\0102.wav	 你你要扣钱的 
2017_05_16\00004\0850.wav	陕西的靠一边去
2017_05_16\00032\0262.wav	你等一下的发一个红包给我啊发六十五块钱啊
2017_05_16\00012\0655.wav	老婆我看了好像这几个都无所谓
2017_05_16\00000\0756.wav	 下午你过来看一下 
2017_05_16\00016\0883.wav	怎么办匀你时间呢
2017_05_16\00018\0681.wav	 宋茜我哥我都可以给他们说过了他打东哥电话了 
2017_05_16\00012\0895.wav	 都跑到这去聊了你的群不要了吗 
2017_05_16\00001\0513.wav	老乡你不上班出来玩玩嘛
2017_05_16\00022\0187.wav	 那你想打什么主意 
2017_05_16\00023\0798.wav	 他离了你再找不着他的对手 
2017_05_16\00013\0946.wav	 来我家玩无聊死了 
2017_05_16\00006\0913.wav	如果真像你说的
2017_05_16\00027\0229.wav	王不太好今天王挺好的
2017_05_16\00027\0482.wav	 不好意思我不习惯用视频的太胖了人 
2017_05_16\00000\0416.wav	孩子说他也不知道他今天一来王江豪就下去战队了
2017_05_16\00019\0458.wav	特殊情况不不得请假
2017_05_16\00013\0890.wav	 大家好 
2017_05_16\00027\0607.wav	你的承诺还没有兑现
2017_05_16\00022\0682.wav	 我在不在群里面看一下我还不知道你回汉中呢 
2017_05_16\00028\0691.wav	感谢我自己有胆量认识
2017_05_16\00005\0444.wav	你发这个什么用我也看不懂
2017_05_16\00001\0251.wav	我找到好多钱去做我女人吶
2017_05_16\00027\0906.wav	 吃面条喝的面条汤吃面条 
2017_05_16\00001\0242.wav	嗯等等嗯等等但是我我
2017_05_16\00029\0189.wav	 真的好想过来帮你呀 
2017_05_16\00007\0297.wav	跟家里跟老祖宗一样吃苦的
2017_05_16\00002\0789.wav	 我好想吃 
2017_05_16\00017\0423.wav	有什么问题一定要来问我哦
2017_05_16\00028\0330.wav	活黄了活干黄了
2017_05_16\00000\0088.wav	接触
2017_05_16\00004\0397.wav	让你登让你登操你妈的操你妈让你登我让你登你妈了逼你妈了逼
2017_05_16\00011\0987.wav	 还在下雨吗 
2017_05_16\00006\0149.wav	 所以那天你最好早一点下班 
2017_05_16\00012\0827.wav	 我刚才发了多了一个你你看看多了一个字就是 
2017_05_16\00009\0452.wav	 还没给呢 
2017_05_16\00012\0576.wav	那我先让他下午联系下银行吧再说
2017_05_16\00021\0393.wav	我女儿最近来
2017_05_16\00006\0564.wav	 是的你一边把我占住了所以说我没办法我只能往你底下换人 
2017_05_16\00009\0430.wav	钱多钱少都无所谓
2017_05_16\00020\0207.wav	能吃一下就很有口福啦你要不去我们永远吃不上啦
2017_05_16\00032\0861.wav	 想吃面条了 
2017_05_16\00025\0265.wav	我开了两天工了饭是有的吃了
2017_05_16\00012\0774.wav	发点能看的图片
2017_05_16\00031\0311.wav	这就是你的性格
2017_05_16\00009\0224.wav	 我要白色的你这种系袜子你你你要什么颜色的 
2017_05_16\00000\0183.wav	 早上好郭庆那个样板已经好来了 
2017_05_16\00009\0290.wav	公司呢有那个一箱三包装的吗
2017_05_16\00024\0910.wav	剩余钱款过几天就给你打过去
2017_05_16\00005\0953.wav	 我现在不回家 
2017_05_16\00011\0378.wav	 我在广源超市等你 
2017_05_16\00028\0168.wav	 我也是打麻将的 
2017_05_16\00003\0375.wav	 说实话我以前也不相信网友真的网友好的网友也有的 
2017_05_16\00029\0644.wav	我不会告诉你我小时候家里是开网吧的
2017_05_16\00009\0835.wav	你的真名字叫赵利峰吗
2017_05_16\00019\0724.wav	 为什么这个门能开关自如呢 
2017_05_16\00015\0881.wav	 不用谢 
2017_05_16\00026\0762.wav	 老婆你睡的着早上睡中午睡 
2017_05_16\00013\0688.wav	我说的不对吗想起来就捡起来想不起给我扔一边
2017_05_16\00029\0811.wav	这儿到贵阳
2017_05_16\00022\0342.wav	 名字叫董琦 
2017_05_16\00028\0350.wav	 要樱桃 
2017_05_16\00004\0997.wav	 怎么吃饭也不管我啦 
2017_05_16\00012\0696.wav	 嗯咋还没吃饭哪 
2017_05_16\00001\0070.wav	 如果你觉得是 
2017_05_16\00005\0406.wav	 这鸡有的能吃有的不能吃 
2017_05_16\00000\0280.wav	 注意保养自己吧 
2017_05_16\00025\0992.wav	 你也不认识我我也不认识你凭什么骗你 
2017_05_16\00032\0639.wav	 呃够吃俩使就行了嗯不许让他们用啊 
2017_05_16\00002\0928.wav	老大你今天能给我发货吗你把货给我发喽吧我今天晚上我们闺女回来我就把那三千八再转给你再加上运费钱
2017_05_16\00033\0082.wav	 这就属于出国 
2017_05_16\00031\0565.wav	出了东门往南走到大公路上往东走过了红绿灯
2017_05_16\00013\0377.wav	下午下午你们还去干啥了人家都完事儿了你们还能赶下午
2017_05_16\00032\0803.wav	 山上就有粮食吗 
2017_05_16\00032\0782.wav	我玩儿微信就是现在这一个头像没换过这个是没划给我的
2017_05_16\00005\0826.wav	 小葱儿和咸菜 
2017_05_16\00011\0967.wav	 不穿白裤子 
2017_05_16\00021\0128.wav	西边好像有人他们能开了
2017_05_16\00025\0585.wav	 我们经常坐在那里都会腰疼了 
2017_05_16\00005\0246.wav	 小玲儿小玲儿你妈在你家吗 
2017_05_16\00005\0758.wav	 老婆我早起八点多睡的觉 
2017_05_16\00024\0086.wav	怎么弄的啊就是发不出去啊
2017_05_16\00021\0679.wav	只是顶儿上写密码儿说进不去
